ID,invoiceNumber,supplier_ID,goodsReceipt_ID,purchaseOrder_ID,status,invoiceDate,dueDate,paidDate,subtotal,taxRate,taxAmount,totalAmount,paymentMethod,paymentRef,note,createdAt,createdBy,modifiedAt,modifiedBy
e4000001-0011-4000-8000-000000000011,IV-2024991-0011,e1000001-0064-4000-8000-000000000064,e3000001-0011-4000-8000-000000000011,a7000001-0011-4000-8000-000000000011,Paid,2024-09-23,2024-10-26,2024-10-27,1382370,10,138237,1520607,BANK_TRANSFER,,발주 PO-20240911-0011 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0012-4000-8000-000000000012,IV-2024163-0012,e1000001-0052-4000-8000-000000000052,e3000001-0012-4000-8000-000000000012,a7000001-0012-4000-8000-000000000012,Paid,2024-02-04,2024-03-12,2024-03-25,4905537,10,490554,5396091,BANK_TRANSFER,,발주 PO-20240215-0012 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0013-4000-8000-000000000013,IV-2024628-0013,e1000001-0008-4000-8000-000000000008,e3000001-0013-4000-8000-000000000013,a7000001-0013-4000-8000-000000000013,Approved,2024-06-09,2024-07-14,,1632575,10,163258,1795833,,,발주 PO-20241212-0013 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0014-4000-8000-000000000014,IV-2024200-0014,e1000001-0035-4000-8000-000000000035,e3000001-0014-4000-8000-000000000014,a7000001-0015-4000-8000-000000000015,Paid,2024-03-13,2024-04-23,2024-04-26,1132068,10,113207,1245275,BANK_TRANSFER,,발주 PO-20240826-0015 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0015-4000-8000-000000000015,IV-2024493-0015,e1000001-0085-4000-8000-000000000085,e3000001-0015-4000-8000-000000000015,a7000001-0016-4000-8000-000000000016,Paid,2024-11-20,2024-12-11,2024-12-09,1869650,10,186965,2056615,BANK_TRANSFER,,발주 PO-20240321-0016 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0016-4000-8000-000000000016,IV-2024354-0016,e1000001-0062-4000-8000-000000000062,e3000001-0016-4000-8000-000000000016,a7000001-0017-4000-8000-000000000017,Approved,2024-03-10,2024-04-23,,693342,10,69334,762676,,,발주 PO-20240324-0017 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0017-4000-8000-000000000017,IV-2024921-0017,e1000001-0049-4000-8000-000000000049,e3000001-0017-4000-8000-000000000017,a7000001-0020-4000-8000-000000000020,Approved,2024-06-02,2024-07-20,,11510394,10,1151039,12661433,,,발주 PO-20241202-0020 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0018-4000-8000-000000000018,IV-2024432-0018,e1000001-0006-4000-8000-000000000006,e3000001-0018-4000-8000-000000000018,a7000001-0021-4000-8000-000000000021,Paid,2024-07-25,2024-08-18,2024-08-17,1977924,10,197792,2175716,BANK_TRANSFER,,발주 PO-20240819-0021 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0019-4000-8000-000000000019,IV-2024565-0019,e1000001-0041-4000-8000-000000000041,e3000001-0019-4000-8000-000000000019,a7000001-0022-4000-8000-000000000022,Paid,2024-12-19,2024-12-14,2024-12-08,660408,10,66041,726449,BANK_TRANSFER,,발주 PO-20240328-0022 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0020-4000-8000-000000000020,IV-2024311-0020,e1000001-0072-4000-8000-000000000072,e3000001-0020-4000-8000-000000000020,a7000001-0023-4000-8000-000000000023,Approved,2024-05-09,2024-06-20,,1713928,10,171393,1885321,,,발주 PO-20240413-0023 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0021-4000-8000-000000000021,IV-2024299-0021,e1000001-0059-4000-8000-000000000059,e3000001-0021-4000-8000-000000000021,a7000001-0025-4000-8000-000000000025,Approved,2024-05-16,2024-06-26,,7050485,10,705049,7755534,,,발주 PO-20240819-0025 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0022-4000-8000-000000000022,IV-2024149-0022,e1000001-0098-4000-8000-000000000098,e3000001-0022-4000-8000-000000000022,a7000001-0026-4000-8000-000000000026,Paid,2024-12-06,2024-12-05,2024-12-08,4102033,10,410203,4512236,BANK_TRANSFER,,발주 PO-20240110-0026 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0023-4000-8000-000000000023,IV-2024812-0023,e1000001-0033-4000-8000-000000000033,e3000001-0023-4000-8000-000000000023,a7000001-0027-4000-8000-000000000027,Paid,2024-10-03,2024-11-27,2024-11-08,2929990,10,292999,3222989,BANK_TRANSFER,,발주 PO-20240204-0027 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0024-4000-8000-000000000024,IV-2024909-0024,e1000001-0042-4000-8000-000000000042,e3000001-0024-4000-8000-000000000024,a7000001-0028-4000-8000-000000000028,Paid,2024-09-22,2024-10-09,2024-10-22,5997640,10,599764,6597404,BANK_TRANSFER,,발주 PO-20240323-0028 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0025-4000-8000-000000000025,IV-2024131-0025,e1000001-0030-4000-8000-000000000030,e3000001-0025-4000-8000-000000000025,a7000001-0029-4000-8000-000000000029,Paid,2024-08-16,2024-09-28,2024-09-27,2214360,10,221436,2435796,BANK_TRANSFER,,발주 PO-20240628-0029 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0026-4000-8000-000000000026,IV-2024581-0026,e1000001-0093-4000-8000-000000000093,e3000001-0026-4000-8000-000000000026,a7000001-0030-4000-8000-000000000030,Paid,2024-12-24,2024-12-25,2024-12-10,2037756,10,203776,2241532,BANK_TRANSFER,,발주 PO-20240304-0030 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0027-4000-8000-000000000027,IV-2024829-0027,e1000001-0064-4000-8000-000000000064,e3000001-0027-4000-8000-000000000027,a7000001-0031-4000-8000-000000000031,Approved,2024-03-09,2024-04-25,,1786180,10,178618,1964798,,,발주 PO-20240411-0031 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0028-4000-8000-000000000028,IV-2024218-0028,e1000001-0032-4000-8000-000000000032,e3000001-0028-4000-8000-000000000028,a7000001-0032-4000-8000-000000000032,Paid,2024-04-17,2024-05-04,2024-05-27,3591410,10,359141,3950551,BANK_TRANSFER,,발주 PO-20240916-0032 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0029-4000-8000-000000000029,IV-2024291-0029,e1000001-0064-4000-8000-000000000064,e3000001-0029-4000-8000-000000000029,a7000001-0033-4000-8000-000000000033,Approved,2024-02-19,2024-03-16,,6703788,10,670379,7374167,,,발주 PO-20241105-0033 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0030-4000-8000-000000000030,IV-2024105-0030,e1000001-0008-4000-8000-000000000008,e3000001-0030-4000-8000-000000000030,a7000001-0034-4000-8000-000000000034,Paid,2024-12-22,2024-12-04,2024-12-03,402528,10,40253,442781,BANK_TRANSFER,,발주 PO-20240422-0034 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0031-4000-8000-000000000031,IV-2024161-0031,e1000001-0095-4000-8000-000000000095,e3000001-0031-4000-8000-000000000031,a7000001-0035-4000-8000-000000000035,Approved,2024-10-08,2024-11-05,,489368,10,48937,538305,,,발주 PO-20240722-0035 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0032-4000-8000-000000000032,IV-2024933-0032,e1000001-0074-4000-8000-000000000074,e3000001-0032-4000-8000-000000000032,a7000001-0036-4000-8000-000000000036,Approved,2024-07-07,2024-08-16,,1566480,10,156648,1723128,,,발주 PO-20241219-0036 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0033-4000-8000-000000000033,IV-2024253-0033,e1000001-0022-4000-8000-000000000022,e3000001-0033-4000-8000-000000000033,a7000001-0037-4000-8000-000000000037,Paid,2024-09-08,2024-10-03,2024-10-06,801549,10,80155,881704,BANK_TRANSFER,,발주 PO-20241120-0037 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0034-4000-8000-000000000034,IV-2024154-0034,e1000001-0100-4000-8000-000000000100,e3000001-0034-4000-8000-000000000034,a7000001-0038-4000-8000-000000000038,Paid,2024-05-08,2024-06-01,2024-06-08,2081900,10,208190,2290090,BANK_TRANSFER,,발주 PO-20240416-0038 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0035-4000-8000-000000000035,IV-2024969-0035,e1000001-0022-4000-8000-000000000022,e3000001-0035-4000-8000-000000000035,a7000001-0039-4000-8000-000000000039,Approved,2024-11-02,2024-12-18,,1491274,10,149127,1640401,,,발주 PO-20240620-0039 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0036-4000-8000-000000000036,IV-2024302-0036,e1000001-0082-4000-8000-000000000082,e3000001-0036-4000-8000-000000000036,a7000001-0041-4000-8000-000000000041,Paid,2024-12-25,2024-12-18,2024-12-25,1388795,10,138880,1527675,BANK_TRANSFER,,발주 PO-20241101-0041 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0037-4000-8000-000000000037,IV-2024744-0037,e1000001-0066-4000-8000-000000000066,e3000001-0037-4000-8000-000000000037,a7000001-0042-4000-8000-000000000042,Paid,2024-12-24,2024-12-15,2024-12-12,4721256,10,472126,5193382,BANK_TRANSFER,,발주 PO-20241004-0042 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0038-4000-8000-000000000038,IV-2024611-0038,e1000001-0020-4000-8000-000000000020,e3000001-0038-4000-8000-000000000038,a7000001-0044-4000-8000-000000000044,Paid,2024-10-11,2024-11-28,2024-11-05,3931944,10,393194,4325138,BANK_TRANSFER,,발주 PO-20240901-0044 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0039-4000-8000-000000000039,IV-2024551-0039,e1000001-0082-4000-8000-000000000082,e3000001-0039-4000-8000-000000000039,a7000001-0045-4000-8000-000000000045,Approved,2024-03-02,2024-04-14,,1060644,10,106064,1166708,,,발주 PO-20240823-0045 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0040-4000-8000-000000000040,IV-2024318-0040,e1000001-0040-4000-8000-000000000040,e3000001-0040-4000-8000-000000000040,a7000001-0046-4000-8000-000000000046,Approved,2024-04-26,2024-05-21,,3010332,10,301033,3311365,,,발주 PO-20240302-0046 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0041-4000-8000-000000000041,IV-2024495-0041,e1000001-0012-4000-8000-000000000012,e3000001-0041-4000-8000-000000000041,a7000001-0047-4000-8000-000000000047,Paid,2024-09-16,2024-10-17,2024-10-18,9517971,10,951797,10469768,BANK_TRANSFER,,발주 PO-20240514-0047 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0042-4000-8000-000000000042,IV-2024346-0042,e1000001-0095-4000-8000-000000000095,e3000001-0042-4000-8000-000000000042,a7000001-0048-4000-8000-000000000048,Approved,2024-12-01,2024-12-21,,11753638,10,1175364,12929002,,,발주 PO-20240413-0048 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0043-4000-8000-000000000043,IV-2024443-0043,e1000001-0025-4000-8000-000000000025,e3000001-0043-4000-8000-000000000043,a7000001-0050-4000-8000-000000000050,Paid,2024-03-04,2024-04-18,2024-04-25,3251760,10,325176,3576936,BANK_TRANSFER,,발주 PO-20240403-0050 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0044-4000-8000-000000000044,IV-2024882-0044,e1000001-0065-4000-8000-000000000065,e3000001-0044-4000-8000-000000000044,a7000001-0051-4000-8000-000000000051,Approved,2024-08-10,2024-09-23,,1234240,10,123424,1357664,,,발주 PO-20240902-0051 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0045-4000-8000-000000000045,IV-2024257-0045,e1000001-0002-4000-8000-000000000002,e3000001-0045-4000-8000-000000000045,a7000001-0052-4000-8000-000000000052,Paid,2024-06-12,2024-07-07,2024-07-24,3257737,10,325774,3583511,BANK_TRANSFER,,발주 PO-20241212-0052 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0046-4000-8000-000000000046,IV-2024754-0046,e1000001-0075-4000-8000-000000000075,e3000001-0046-4000-8000-000000000046,a7000001-0053-4000-8000-000000000053,Paid,2024-08-11,2024-09-21,2024-09-08,14176996,10,1417700,15594696,BANK_TRANSFER,,발주 PO-20241007-0053 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0047-4000-8000-000000000047,IV-2024338-0047,e1000001-0040-4000-8000-000000000040,e3000001-0047-4000-8000-000000000047,a7000001-0056-4000-8000-000000000056,Approved,2024-10-15,2024-11-08,,6733881,10,673388,7407269,,,발주 PO-20240520-0056 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0048-4000-8000-000000000048,IV-2024269-0048,e1000001-0036-4000-8000-000000000036,e3000001-0048-4000-8000-000000000048,a7000001-0057-4000-8000-000000000057,Paid,2024-12-27,2024-12-09,2024-12-20,1436376,10,143638,1580014,BANK_TRANSFER,,발주 PO-20240617-0057 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0049-4000-8000-000000000049,IV-2024322-0049,e1000001-0016-4000-8000-000000000016,e3000001-0049-4000-8000-000000000049,a7000001-0058-4000-8000-000000000058,Paid,2024-11-16,2024-12-03,2024-12-21,1469832,10,146983,1616815,BANK_TRANSFER,,발주 PO-20240603-0058 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0050-4000-8000-000000000050,IV-2024837-0050,e1000001-0100-4000-8000-000000000100,e3000001-0050-4000-8000-000000000050,a7000001-0060-4000-8000-000000000060,Paid,2024-10-26,2024-11-18,2024-11-11,3147856,10,314786,3462642,BANK_TRANSFER,,발주 PO-20241225-0060 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0051-4000-8000-000000000051,IV-2024961-0051,e1000001-0011-4000-8000-000000000011,e3000001-0051-4000-8000-000000000051,a7000001-0061-4000-8000-000000000061,Paid,2024-03-20,2024-04-03,2024-04-09,4380840,10,438084,4818924,BANK_TRANSFER,,발주 PO-20240423-0061 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0052-4000-8000-000000000052,IV-2024862-0052,e1000001-0031-4000-8000-000000000031,e3000001-0052-4000-8000-000000000052,a7000001-0062-4000-8000-000000000062,Paid,2024-12-12,2024-12-17,2024-12-28,2664508,10,266451,2930959,BANK_TRANSFER,,발주 PO-20240721-0062 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0053-4000-8000-000000000053,IV-2024379-0053,e1000001-0008-4000-8000-000000000008,e3000001-0053-4000-8000-000000000053,a7000001-0063-4000-8000-000000000063,Paid,2024-02-18,2024-03-18,2024-03-15,4824148,10,482415,5306563,BANK_TRANSFER,,발주 PO-20240103-0063 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0054-4000-8000-000000000054,IV-2024155-0054,e1000001-0009-4000-8000-000000000009,e3000001-0054-4000-8000-000000000054,a7000001-0064-4000-8000-000000000064,Approved,2024-10-10,2024-11-24,,2197580,10,219758,2417338,,,발주 PO-20240804-0064 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0055-4000-8000-000000000055,IV-2024341-0055,e1000001-0082-4000-8000-000000000082,e3000001-0055-4000-8000-000000000055,a7000001-0065-4000-8000-000000000065,Paid,2024-11-17,2024-12-14,2024-12-07,5955764,10,595576,6551340,BANK_TRANSFER,,발주 PO-20240426-0065 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0056-4000-8000-000000000056,IV-2024685-0056,e1000001-0062-4000-8000-000000000062,e3000001-0056-4000-8000-000000000056,a7000001-0066-4000-8000-000000000066,Approved,2024-05-26,2024-06-06,,1136784,10,113678,1250462,,,발주 PO-20240321-0066 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0057-4000-8000-000000000057,IV-2024796-0057,e1000001-0084-4000-8000-000000000084,e3000001-0057-4000-8000-000000000057,a7000001-0067-4000-8000-000000000067,Paid,2024-03-05,2024-04-04,2024-04-16,9862703,10,986270,10848973,BANK_TRANSFER,,발주 PO-20240619-0067 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0058-4000-8000-000000000058,IV-2024576-0058,e1000001-0092-4000-8000-000000000092,e3000001-0058-4000-8000-000000000058,a7000001-0068-4000-8000-000000000068,Approved,2024-09-21,2024-10-17,,8455244,10,845524,9300768,,,발주 PO-20240226-0068 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0059-4000-8000-000000000059,IV-2024303-0059,e1000001-0055-4000-8000-000000000055,e3000001-0059-4000-8000-000000000059,a7000001-0069-4000-8000-000000000069,Paid,2024-12-03,2024-12-12,2024-12-12,3073440,10,307344,3380784,BANK_TRANSFER,,발주 PO-20240625-0069 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0060-4000-8000-000000000060,IV-2024405-0060,e1000001-0009-4000-8000-000000000009,e3000001-0060-4000-8000-000000000060,a7000001-0070-4000-8000-000000000070,Paid,2024-12-27,2024-12-28,2024-12-07,5251848,10,525185,5777033,BANK_TRANSFER,,발주 PO-20240409-0070 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0061-4000-8000-000000000061,IV-2024118-0061,e1000001-0051-4000-8000-000000000051,e3000001-0061-4000-8000-000000000061,a7000001-0072-4000-8000-000000000072,Paid,2024-03-06,2024-04-07,2024-04-17,8558487,10,855849,9414336,BANK_TRANSFER,,발주 PO-20240411-0072 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0062-4000-8000-000000000062,IV-2024836-0062,e1000001-0003-4000-8000-000000000003,e3000001-0062-4000-8000-000000000062,a7000001-0073-4000-8000-000000000073,Approved,2024-11-02,2024-12-27,,1050602,10,105060,1155662,,,발주 PO-20241103-0073 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0063-4000-8000-000000000063,IV-2024337-0063,e1000001-0050-4000-8000-000000000050,e3000001-0063-4000-8000-000000000063,a7000001-0074-4000-8000-000000000074,Approved,2024-12-27,2024-12-17,,834498,10,83450,917948,,,발주 PO-20240620-0074 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0064-4000-8000-000000000064,IV-2024846-0064,e1000001-0005-4000-8000-000000000005,e3000001-0064-4000-8000-000000000064,a7000001-0075-4000-8000-000000000075,Approved,2024-02-22,2024-03-04,,1032242,10,103224,1135466,,,발주 PO-20240824-0075 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0065-4000-8000-000000000065,IV-2024360-0065,e1000001-0091-4000-8000-000000000091,e3000001-0065-4000-8000-000000000065,a7000001-0076-4000-8000-000000000076,Paid,2024-11-05,2024-12-17,2024-12-01,337752,10,33775,371527,BANK_TRANSFER,,발주 PO-20240212-0076 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0066-4000-8000-000000000066,IV-2024746-0066,e1000001-0007-4000-8000-000000000007,e3000001-0066-4000-8000-000000000066,a7000001-0077-4000-8000-000000000077,Paid,2024-12-23,2024-12-17,2024-12-08,2720577,10,272058,2992635,BANK_TRANSFER,,발주 PO-20240419-0077 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0067-4000-8000-000000000067,IV-2024381-0067,e1000001-0075-4000-8000-000000000075,e3000001-0067-4000-8000-000000000067,a7000001-0078-4000-8000-000000000078,Paid,2024-10-22,2024-11-22,2024-11-05,1920256,10,192026,2112282,BANK_TRANSFER,,발주 PO-20240325-0078 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0068-4000-8000-000000000068,IV-2024549-0068,e1000001-0029-4000-8000-000000000029,e3000001-0068-4000-8000-000000000068,a7000001-0079-4000-8000-000000000079,Paid,2024-11-19,2024-12-04,2024-12-09,3048334,10,304833,3353167,BANK_TRANSFER,,발주 PO-20240424-0079 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0069-4000-8000-000000000069,IV-2024973-0069,e1000001-0093-4000-8000-000000000093,e3000001-0069-4000-8000-000000000069,a7000001-0082-4000-8000-000000000082,Paid,2024-05-01,2024-06-09,2024-06-13,1746605,10,174661,1921266,BANK_TRANSFER,,발주 PO-20240312-0082 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0070-4000-8000-000000000070,IV-2024314-0070,e1000001-0093-4000-8000-000000000093,e3000001-0070-4000-8000-000000000070,a7000001-0084-4000-8000-000000000084,Paid,2024-03-27,2024-04-03,2024-04-01,1412637,10,141264,1553901,BANK_TRANSFER,,발주 PO-20240103-0084 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0071-4000-8000-000000000071,IV-2024305-0071,e1000001-0031-4000-8000-000000000031,e3000001-0071-4000-8000-000000000071,a7000001-0086-4000-8000-000000000086,Paid,2024-03-18,2024-04-07,2024-04-03,1536814,10,153681,1690495,BANK_TRANSFER,,발주 PO-20240113-0086 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0072-4000-8000-000000000072,IV-2024286-0072,e1000001-0075-4000-8000-000000000075,e3000001-0072-4000-8000-000000000072,a7000001-0087-4000-8000-000000000087,Paid,2024-07-15,2024-08-02,2024-08-25,10076859,10,1007686,11084545,BANK_TRANSFER,,발주 PO-20240401-0087 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0073-4000-8000-000000000073,IV-2024436-0073,e1000001-0086-4000-8000-000000000086,e3000001-0073-4000-8000-000000000073,a7000001-0088-4000-8000-000000000088,Approved,2024-11-19,2024-12-26,,7015503,10,701550,7717053,,,발주 PO-20241214-0088 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0074-4000-8000-000000000074,IV-2024724-0074,e1000001-0012-4000-8000-000000000012,e3000001-0074-4000-8000-000000000074,a7000001-0089-4000-8000-000000000089,Paid,2024-11-13,2024-12-06,2024-12-08,4114178,10,411418,4525596,BANK_TRANSFER,,발주 PO-20240607-0089 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
e4000001-0075-4000-8000-000000000075,IV-2024224-0075,e1000001-0013-4000-8000-000000000013,e3000001-0075-4000-8000-000000000075,a7000001-0091-4000-8000-000000000091,Paid,2024-05-19,2024-06-09,2024-06-16,1890252,10,189025,2079277,BANK_TRANSFER,,발주 PO-20240911-0091 정산,2024-01-01T00:00:00Z,admin,2024-01-01T00:00:00Z,admin
